preys.ix,FA_1,FA_2,FA_3,FA_4,FA_5,FA_6,FA_7,FA_8,FA_9,FA_10
Prey_1,0.228465430367124,0.0624155705845167,0.136782897055087,0.018479822919476,0.0335287365250719,0.228823055660076,0.135151615968999,0.0776162874915057,0.0328599082413054,0.0458766751868367
Prey_1,0.217915185619842,0.0445295667068975,0.106868992239385,0.0295387004984294,0.0438449937296352,0.252458364789085,0.149630581653783,0.0613383583679047,0.0444162454192546,0.0494590109757836
Prey_1,0.183422695674404,0.0546713815512266,0.128546511246314,0.0216522346311944,0.0457412618093119,0.201671786871596,0.167230336805303,0.102516543222787,0.0457476253640298,0.0487996228238341
Prey_1,0.226094457071197,0.0690159519854158,0.146559100889547,0.0131474888501774,0.03941003987265,0.198380217382,0.151487988254791,0.0820279983291877,0.0298198180160082,0.0440569393490266
Prey_1,0.180497145536013,0.0621426577362321,0.141482137977899,0.0134483156504913,0.0430357002990116,0.241232739176959,0.160537071425123,0.0950016983731484,0.0246503991076249,0.0379721347174977
Prey_1,0.208691195698708,0.0649415931398818,0.122851779113506,0.0171600455000207,0.0317601617391261,0.203693395259145,0.172641002083046,0.088894582355377,0.0392648009116785,0.050101444199511
Prey_1,0.199407155914803,0.0507094264576068,0.132038763121205,0.0189710167450143,0.0290445971393791,0.213958272777029,0.165155174614703,0.102235093011285,0.0383570317742066,0.0501234684447679
Prey_1,0.215570172860638,0.0898773914341433,0.138461891080318,0.033766536523534,0.0276391378936229,0.215626121556184,0.118826760345789,0.0655580927586505,0.0422367459228585,0.0524371496242621
Prey_1,0.228875970307047,0.0699725123047028,0.121027815651584,0.0177746553823545,0.0343450585390311,0.194211961576662,0.154841936705008,0.0913744202343973,0.0411613946945957,0.046414274604618
Prey_1,0.24144958246519,0.0606293172918165,0.128949509757835,0.0192127455206541,0.0333575091473565,0.199951842896538,0.161630866823491,0.0587059487569103,0.0499723952637427,0.0461402820764653
Prey_1,0.207247306308648,0.0513075397709341,0.134333110981002,0.0283860640295603,0.0478331494378712,0.193760126735856,0.162011580416414,0.094398957005696,0.0197892177391564,0.060932947574862
Prey_1,0.189779364843946,0.0646644780547936,0.141161974866623,0.0222233213529066,0.0370240406977116,0.246778334549944,0.149559782357959,0.0877394991431438,0.026147130475431,0.0349220736575408
Prey_1,0.233841047277625,0.0639539535025831,0.112776631740083,0.0363432828701005,0.0411496886690011,0.180495951898814,0.147139109510786,0.0884577771070201,0.0438127550455749,0.0520298023784132
Prey_1,0.228974215699805,0.0579687378955703,0.128510989885968,0.017406684974663,0.042406426723319,0.19505785566633,0.159587805038692,0.0875227431060702,0.0386903515857949,0.0438741894237881
Prey_1,0.208358142654148,0.0632606823466201,0.151669564176914,0.0331580687397471,0.0600269617481643,0.20201411683741,0.155858329438685,0.0512348723179226,0.0199908984744157,0.0544283632659728
Prey_1,0.216728637096311,0.0593023307768741,0.14289725808048,0.00826477617752304,0.0372700843674449,0.216853543885249,0.165952981503353,0.0726928791626628,0.0410609344438117,0.0389765745062909
Prey_1,0.241754621350168,0.0427092731360491,0.107459322087433,0.0200398703822623,0.0333629566043134,0.235079873627033,0.157450181996668,0.093534819176863,0.029711631102818,0.0388974505363913
Prey_1,0.215290797822676,0.0575434827358187,0.120757103226433,0.0146333715355953,0.0616870529517751,0.21045197008454,0.142899365921442,0.0968063889432163,0.0353917661552101,0.0445387006232941
Prey_1,0.167626128690033,0.0569385868343788,0.112273314663891,0.0208920158116487,0.0526875206820233,0.217542071512646,0.179983626244718,0.0967456155307502,0.0316107663966354,0.0637003536332747
Prey_1,0.20681283720724,0.0654676682512425,0.115533427115107,0.0138315614522851,0.0450742901143741,0.254348868483033,0.14901500510201,0.0903138783827529,0.0296561044414442,0.0299463594505113
Prey_1,0.212507093669487,0.0588820834525897,0.148945493575046,0.0100057994674843,0.0643923330750133,0.204765699511473,0.141952270115677,0.0913658414084367,0.0293933344674658,0.0377900512573269
Prey_1,0.208729583712947,0.0775989900239139,0.111134486607145,0.0138496687331567,0.0267673754386077,0.221186746705098,0.152451602697269,0.101887136249909,0.040068806021579,0.0463256038103743
Prey_1,0.205381531658342,0.0578747692612673,0.119267436114171,0.0386834944612471,0.055643147004452,0.228571740839988,0.124277552240269,0.078985454811387,0.0352038774528988,0.0561109961559786
Prey_1,0.217240684657452,0.0782204424924474,0.0889942802385033,0.0144688895582879,0.0316079029509458,0.250484228034278,0.157009671051777,0.081491775447443,0.0302575572638944,0.0502245683049716
Prey_1,0.231915113660907,0.0631547595123169,0.100061248110444,0.0167165100666768,0.0412761934114529,0.221420492931791,0.16231747397844,0.0828158289907864,0.0401484770973778,0.0401739022398077
Prey_1,0.17839830621343,0.0939617902386744,0.112842682699937,0.019184358455377,0.026444545575574,0.220014645328547,0.160590399958159,0.116440559554398,0.0328376321714389,0.0392850798044632
Prey_1,0.208537275698757,0.0588744169302502,0.105513460053633,0.0240797851179747,0.0695066239139621,0.219523050279276,0.144113094299377,0.0845214633800099,0.0329652681867502,0.0523655621400103
Prey_1,0.212979607830603,0.0709776060441641,0.156163918580242,0.0281002240357335,0.0372488977558067,0.230025743391454,0.134823195740067,0.0666936319831813,0.0286423335366499,0.0343448411020989
Prey_1,0.214318373048112,0.0825591985363188,0.121243841032846,0.0169750914753329,0.032367263217934,0.214132424748061,0.143504057447036,0.0888897515517336,0.0489245128688527,0.0370854860737731
Prey_1,0.211684110445364,0.0570568020561503,0.0966208436674505,0.0119859206611465,0.0529503988935204,0.220495179448162,0.155256896814323,0.0997512138928184,0.0436749460756956,0.050523688045369
Prey_2,0.0122206745316213,0.00195741777123504,0.01521611784299,0.00300424965125427,0.0167967009395598,0.633273418302648,0.00809809856988051,0.133638526947889,0.141099316059169,0.0346954793837527
Prey_2,0.0116905689137259,0.00189636866668853,0.0155047144051161,0.00400824872922445,0.0139331712557405,0.615968271722948,0.00537618692005291,0.14741684019959,0.141269005413052,0.0429366237738613
