preys.ix,FA_1,FA_2,FA_3,FA_4,FA_5,FA_6,FA_7,FA_8,FA_9,FA_10
Prey_1,0.00795505164762954,0.0108966516525467,0.024987864914295,0.000656741539807497,0.00433834810121265,0.00234865124294281,0.00703713090911059,0.907797398415237,5.44016512526923e-06,0.0339767214120928
Prey_1,0.0182594144435926,0.00815614878200371,0.0145283874206644,7.74691076060932e-05,0.0610360094455467,0.0109276994200652,0.00086781675823408,0.805746208471716,8.15564392908878e-06,0.0803926905066418
Prey_1,0.0026705946193555,0.0230376777895117,0.054315913113109,5.66107307007216e-07,0.0147469246928665,0.00844814511509207,0.00776301143010474,0.8421417096985,3.61634475987209e-05,0.0468392939865542
Prey_1,0.0135925369112426,0.0194854391315616,0.0617360172173052,2.1427198243281e-05,0.00509403381012815,0.0103847078334267,0.0146964289627256,0.803179766088794,0.00766158726167386,0.0641480555848984
Prey_1,0.0153083434180188,0.0247113023754287,0.0224646226018078,2.47448768393992e-05,0.0043551822555469,0.00901717400115969,0.00959006958515673,0.826363938174286,0.00352764508027394,0.0846369776314818
Prey_1,0.00097019296449793,0.0516043998158613,0.0110238792256217,1.25830563556456e-06,0.0439899222264041,0.0115235349385168,0.0167023378260403,0.778304107070959,0.0108275849675738,0.0750527826588892
Prey_1,0.00263595340581257,0.00748799107032538,0.0309375538716982,4.82224001050109e-09,0.00374628468856289,0.000220143560701534,0.0230867573462936,0.794877698926337,0.00283844666970277,0.134169165638326
Prey_1,0.01490392293809,0.0260353054788284,0.031300425656088,5.90380725824333e-09,0.0240543367144188,0.000181391629268787,0.0129444344787145,0.827247949429187,0.000159592259184442,0.0631726355124124
Prey_1,0.0165229404730696,0.0468654929499158,0.0142370927161398,3.58716082054244e-05,0.00783310160382687,0.00413863368453435,0.00796229607194225,0.783352331203634,0.00204525045306302,0.117006989235669
Prey_1,0.00861915827884174,0.0502259259464354,0.0246689597988948,0.000804293207255033,0.0593183964275658,0.0113698809831788,0.0130351739666118,0.716234170985821,0.00173030288287394,0.113993737522522
Prey_1,0.00831476564158491,0.0177673889671788,0.00550568839447682,2.62282649690508e-08,0.000868759418654953,0.000886293642719912,0.00196345056769641,0.845920896590663,0.0199391671381214,0.0988335634106383
Prey_1,0.00858119852852934,0.0483172586868091,0.0180120685001432,0.0126494332342206,0.0592856306767365,0.000836955751729005,0.00651363147011959,0.805643128715915,0.00183048286579705,0.0383302115700004
Prey_1,0.0153134644250977,0.0292351776047082,0.0229135565802135,0.00580140077079977,0.016359069253927,0.000252533697597489,0.0127810130406376,0.830350526287989,0.00933616601316738,0.0576570923258627
Prey_1,0.00344144244519953,0.00127484917619051,0.0324267681552846,3.55978343387681e-08,0.00385610732645814,8.86491497343071e-05,0.00723539834602992,0.845910851492929,0.0171618133222713,0.0886040849880684
Prey_1,0.0315719159500789,0.0350380707950307,0.0158254318845853,0.000876537432412986,0.00367567228406492,0.0129909888890095,0.0497875377087591,0.765262107177855,3.70284921112747e-05,0.0849347093860926
Prey_1,0.0364561044763429,0.001772812149235,0.0128677492067763,0.000221942576476162,0.0163572578471337,0.000338706165399218,0.00521276653608318,0.787835025372687,0.00882634495345722,0.130111290716409
Prey_1,0.00284173663907801,0.0340747427027828,0.0215904556365376,2.05515928395314e-05,0.0182876995815058,0.0634474726501256,0.00436793099377404,0.79864258690702,0.00741327399351987,0.0493135493028166
Prey_1,0.0217220071558941,0.0102717492689962,0.00413871740255957,0.0027263982167603,0.0253606431265084,0.00278642929944156,0.0120512858534685,0.833043453884575,0.000514560394417547,0.0873847553973785
